[0.011s][info][gc] Using The Z Garbage Collector
[464.470s][info][gc] GC(310) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[479.273s][info][gc] GC(311) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[480.273s][info][gc] GC(312) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[481.273s][info][gc] GC(313) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[482.273s][info][gc] GC(314) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[483.266s][info][gc] GC(315) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[497.965s][info][gc] GC(316) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[498.969s][info][gc] GC(317) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[499.969s][info][gc] GC(318) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[500.969s][info][gc] GC(319) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[501.969s][info][gc] GC(320) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[502.971s][info][gc] GC(321) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[503.973s][info][gc] GC(322) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[518.460s][info][gc] GC(323) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[519.459s][info][gc] GC(324) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[520.459s][info][gc] GC(325) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[535.463s][info][gc] GC(326) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[536.463s][info][gc] GC(327) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[537.465s][info][gc] GC(328) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[538.465s][info][gc] GC(329) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[539.465s][info][gc] GC(330) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[540.466s][info][gc] GC(331) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[552.668s][info][gc] GC(332) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[553.771s][info][gc] GC(333) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[554.770s][info][gc] GC(334) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[555.759s][info][gc] GC(335) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[556.761s][info][gc] GC(336) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[557.668s][info][gc] GC(337) Garbage Collection (Proactive) 14M(70%)->14M(70%)
[569.859s][info][gc] GC(338) Garbage Collection (Proactive) 16M(80%)->10M(50%)
[570.859s][info][gc] GC(339) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[585.171s][info][gc] GC(340) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[586.172s][info][gc] GC(341) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[587.171s][info][gc] GC(342) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[588.171s][info][gc] GC(343) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[589.170s][info][gc] GC(344) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[590.171s][info][gc] GC(345) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[591.171s][info][gc] GC(346) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[605.471s][info][gc] GC(347) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[606.476s][info][gc] GC(348) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[608.063s][info][gc] GC(349) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[609.470s][info][gc] GC(350) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[610.673s][info][gc] GC(351) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[611.767s][info][gc] GC(352) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[612.861s][info][gc] GC(353) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[613.970s][info][gc] GC(354) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[614.971s][info][gc] GC(355) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[616.064s][info][gc] GC(356) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[617.065s][info][gc] GC(357) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[618.064s][info][gc] GC(358) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[619.063s][info][gc] GC(359) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[620.065s][info][gc] GC(360) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[621.064s][info][gc] GC(361) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[622.064s][info][gc] GC(362) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[623.065s][info][gc] GC(363) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[624.070s][info][gc] GC(364) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[625.073s][info][gc] GC(365) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[626.368s][info][gc] GC(366) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[627.571s][info][gc] GC(367) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[628.673s][info][gc] GC(368) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[641.870s][info][gc] GC(369) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[643.369s][info][gc] GC(370) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[658.167s][info][gc] GC(371) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[659.369s][info][gc] GC(372) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[660.462s][info][gc] GC(373) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[661.464s][info][gc] GC(374) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[662.572s][info][gc] GC(375) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[676.467s][info][gc] GC(376) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[677.870s][info][gc] GC(377) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[679.072s][info][gc] GC(378) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[680.166s][info][gc] GC(379) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[681.166s][info][gc] GC(380) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[682.166s][info][gc] GC(381) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[683.166s][info][gc] GC(382) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[684.166s][info][gc] GC(383) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[685.166s][info][gc] GC(384) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[686.173s][info][gc] GC(385) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[687.173s][info][gc] GC(386) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[688.065s][info][gc] GC(387) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[689.067s][info][gc] GC(388) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[690.067s][info][gc] GC(389) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[691.068s][info][gc] GC(390) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[692.066s][info][gc] GC(391) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[693.067s][info][gc] GC(392) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[694.067s][info][gc] GC(393) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[695.067s][info][gc] GC(394) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[696.067s][info][gc] GC(395) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[697.069s][info][gc] GC(396) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[698.069s][info][gc] GC(397) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[699.068s][info][gc] GC(398) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[700.069s][info][gc] GC(399) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[701.068s][info][gc] GC(400) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[702.069s][info][gc] GC(401) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[703.068s][info][gc] GC(402) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[704.068s][info][gc] GC(403) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[705.074s][info][gc] GC(404) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[706.663s][info][gc] GC(405) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[708.085s][info][gc] GC(406) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[711.068s][info][gc] GC(407) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[713.366s][info][gc] GC(408) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[715.069s][info][gc] GC(409) Garbage Collection (Proactive) 14M(70%)->14M(70%)
[730.162s][info][gc] GC(410) Garbage Collection (Proactive) 16M(80%)->12M(60%)
[731.365s][info][gc] GC(411) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[732.467s][info][gc] GC(412) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[734.365s][info][gc] GC(413) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[735.959s][info][gc] GC(414) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[737.272s][info][gc] GC(415) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[738.365s][info][gc] GC(416) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[739.365s][info][gc] GC(417) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[740.365s][info][gc] GC(418) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[741.365s][info][gc] GC(419) Garbage Collection (Proactive) 14M(70%)->14M(70%)
[754.570s][info][gc] GC(420) Garbage Collection (Proactive) 16M(80%)->12M(60%)
[755.570s][info][gc] GC(421) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[756.569s][info][gc] GC(422) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[757.571s][info][gc] GC(423) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[758.572s][info][gc] GC(424) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[759.571s][info][gc] GC(425) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[760.571s][info][gc] GC(426) Garbage Collection (Proactive) 14M(70%)->14M(70%)
[773.877s][info][gc] GC(427) Garbage Collection (Proactive) 16M(80%)->12M(60%)
[775.760s][info][gc] GC(428) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[777.368s][info][gc] GC(429) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[778.666s][info][gc] GC(430) Garbage Collection (Proactive) 14M(70%)->14M(70%)
[793.165s][info][gc] GC(431) Garbage Collection (Proactive) 16M(80%)->12M(60%)
[794.165s][info][gc] GC(432) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[795.165s][info][gc] GC(433) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[796.072s][info][gc] GC(434) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[797.071s][info][gc] GC(435) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[798.071s][info][gc] GC(436) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[798.962s][info][gc] GC(437) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[799.868s][info][gc] GC(438) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[800.759s][info][gc] GC(439) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[801.665s][info][gc] GC(440) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[802.571s][info][gc] GC(441) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[803.484s][info][gc] GC(442) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[806.759s][info][gc] GC(443) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[809.369s][info][gc] GC(444) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[811.259s][info][gc] GC(445) Garbage Collection (Proactive) 14M(70%)->12M(60%)
[812.668s][info][gc] GC(446) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[814.072s][info][gc] GC(447) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[815.259s][info][gc] GC(448) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[816.369s][info][gc] GC(449) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[829.666s][info][gc] GC(450) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[830.665s][info][gc] GC(451) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[831.666s][info][gc] GC(452) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[832.666s][info][gc] GC(453) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[833.572s][info][gc] GC(454) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[834.463s][info][gc] GC(455) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[835.463s][info][gc] GC(456) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[836.463s][info][gc] GC(457) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[837.463s][info][gc] GC(458) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[838.369s][info][gc] GC(459) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[839.368s][info][gc] GC(460) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[840.369s][info][gc] GC(461) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[841.369s][info][gc] GC(462) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[842.368s][info][gc] GC(463) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[843.259s][info][gc] GC(464) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[844.165s][info][gc] GC(465) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[845.094s][info][gc] GC(466) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[848.369s][info][gc] GC(467) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[863.572s][info][gc] GC(468) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[865.463s][info][gc] GC(469) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[866.869s][info][gc] GC(470) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[868.072s][info][gc] GC(471) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[869.167s][info][gc] GC(472) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[884.464s][info][gc] GC(473) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[885.464s][info][gc] GC(474) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[886.463s][info][gc] GC(475) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[887.464s][info][gc] GC(476) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[901.966s][info][gc] GC(477) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[902.965s][info][gc] GC(478) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[903.975s][info][gc] GC(479) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[917.170s][info][gc] GC(480) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[919.063s][info][gc] GC(481) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[934.171s][info][gc] GC(482) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[935.468s][info][gc] GC(483) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[936.672s][info][gc] GC(484) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[937.874s][info][gc] GC(485) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[938.968s][info][gc] GC(486) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[940.061s][info][gc] GC(487) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[941.061s][info][gc] GC(488) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[942.062s][info][gc] GC(489) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[943.062s][info][gc] GC(490) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[944.062s][info][gc] GC(491) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[945.061s][info][gc] GC(492) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[946.063s][info][gc] GC(493) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[947.171s][info][gc] GC(494) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[948.172s][info][gc] GC(495) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[949.267s][info][gc] GC(496) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[950.381s][info][gc] GC(497) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[963.671s][info][gc] GC(498) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[965.171s][info][gc] GC(499) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[966.468s][info][gc] GC(500) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[967.561s][info][gc] GC(501) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[968.670s][info][gc] GC(502) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[982.874s][info][gc] GC(503) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[983.874s][info][gc] GC(504) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[998.171s][info][gc] GC(505) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[999.265s][info][gc] GC(506) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1000.265s][info][gc] GC(507) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1001.264s][info][gc] GC(508) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1002.265s][info][gc] GC(509) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1003.264s][info][gc] GC(510) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1004.264s][info][gc] GC(511) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1005.265s][info][gc] GC(512) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1006.265s][info][gc] GC(513) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1007.264s][info][gc] GC(514) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1008.264s][info][gc] GC(515) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1009.264s][info][gc] GC(516) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1010.171s][info][gc] GC(517) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1011.172s][info][gc] GC(518) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1012.265s][info][gc] GC(519) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[1025.562s][info][gc] GC(520) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[1026.561s][info][gc] GC(521) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1027.561s][info][gc] GC(522) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1028.561s][info][gc] GC(523) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1029.561s][info][gc] GC(524) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1030.561s][info][gc] GC(525) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[1045.875s][info][gc] GC(526) Garbage Collection (Proactive) 14M(70%)->10M(50%)
[1046.968s][info][gc] GC(527) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1047.969s][info][gc] GC(528) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1048.969s][info][gc] GC(529) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1049.969s][info][gc] GC(530) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1050.970s][info][gc] GC(531) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1052.067s][info][gc] GC(532) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1053.475s][info][gc] GC(533) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1054.968s][info][gc] GC(534) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1056.468s][info][gc] GC(535) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1057.671s][info][gc] GC(536) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1058.764s][info][gc] GC(537) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1059.765s][info][gc] GC(538) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1060.765s][info][gc] GC(539) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1061.765s][info][gc] GC(540) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1062.671s][info][gc] GC(541) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1063.562s][info][gc] GC(542) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1064.468s][info][gc] GC(543) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1065.356s][info][gc] GC(544) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1066.358s][info][gc] GC(545) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1067.263s][info][gc] GC(546) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1068.170s][info][gc] GC(547) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1069.062s][info][gc] GC(548) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1070.061s][info][gc] GC(549) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1070.967s][info][gc] GC(550) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1071.858s][info][gc] GC(551) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1072.764s][info][gc] GC(552) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1073.670s][info][gc] GC(553) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1074.560s][info][gc] GC(554) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1075.467s][info][gc] GC(555) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1076.358s][info][gc] GC(556) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1077.263s][info][gc] GC(557) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1078.169s][info][gc] GC(558) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1079.060s][info][gc] GC(559) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1079.858s][info][gc] GC(560) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1080.764s][info][gc] GC(561) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1081.670s][info][gc] GC(562) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1082.561s][info][gc] GC(563) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1083.467s][info][gc] GC(564) Garbage Collection (Proactive) 12M(60%)->10M(50%)
[1084.357s][info][gc] GC(565) Garbage Collection (Proactive) 12M(60%)->12M(60%)
[1099.670s][info][gc] GC(566) Garbage Collection (Proactive) 14M(70%)->12M(60%)
